"idformula","idherbsmed","ref"
"F01405","K00295","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；漢方と民間薬百科：大塚敬節著（主婦の友社）；明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F01406","K00295","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F01407","K00295","漢方処方集：龍野一雄著，昭和32.8.1（漢方書林）"
"F01408","K00295","成人病の漢方療法：寺師睦宗著，昭和46.8.20（創元社）"
"F01409","K00295","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01410","K00295","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01411","K00295","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01412","K00296","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01413","K00297","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01414","K00298","漢方処方集：龍野一雄著，昭和32.8.1（漢方書林）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01415","K00298","漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F01416","K00298","漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）"
"F01417","K00299","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）"
"F01418","K00299","続漢方あれこれ：大阪読売新聞社編（浪速社）；漢方後世要方解説：矢数道明著，昭和37.5.30（医道の日本社）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F01419","K00299","黙堂柴田良治処方集：柴田良治著，昭和63.12（黙堂社）"
"F01420","K00299","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01421","K00299","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01422","K00299","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01423","K00300","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01424","K00301","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01425","K00302","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）"
"F01426","K00302","続漢方あれこれ：大阪読売新聞社編（浪速社）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）；漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）"
"F01427","K00302","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F01428","K00302","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01429","K00302","天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01430","K00303","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F01431","K00303","漢方後世要方解説：矢数道明著，昭和37.5.30（医道の日本社）"
"F01432","K00303","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F01433","K00303","漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）"
"F01434","K00303","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01435","K00303","天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01436","K00304","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01437","K00305","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）"
"F01438","K00305","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）"
"F01439","K00305","漢方入門講座1，増補改訂漢方入門講座上・下巻：漢方入門講座1：龍野一雄著，昭和27.12.1（東京漢方杏林会編輯部），増補改訂漢方入門講座上・下巻：龍野一雄著 ，昭和49.3.20（中国漢方医学書刊行会）"
"F01440","K00305","臨床30年漢方百話：昭和35.12.10，矢数道明著（医道の日本社）"
"F01441","K00305","漢方医学の基礎と診療：西山英雄著，昭和44.3.15（創元社）"
"F01442","K00305","漢方後世要方解説：矢数道明著，昭和37.5.30（医道の日本社）"
"F01443","K00305","臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）；経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F01444","K00305","漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）；漢方診療の実際：大塚敬節・矢数道明・清水藤太郎共著，昭和33.2.15，第4版（南江堂）；成人病の漢方療法：寺師睦宗著，昭和46.8.20（創元社）"
"F01445","K00305","漢方精撰百八方−その運用とかんどころ：相見三郎・石原明・伊藤清夫・大塚敬節・藤平健・矢数道明・山田光胤共著，昭和40.3.1初版（臨床漢方研究会）"
"F01446","K00305","明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F01447","K00305","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01448","K00305","一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01449","K00305","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01450","K00306","漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F01451","K00306","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01452","K00306","活10巻11号：UNKNOWN"
"F01453","K00307","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；漢方大医典：大塚敬節他著，昭和32.9，第1版（東都書房）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；臨床応用漢方処方解説：矢数道明著，昭和41.5.5，初版（創元社）"
"F01454","K00307","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）；漢方医学の基礎と診療：西山英雄著，昭和44.3.15（創元社）"
"F01455","K00307","経験漢方処方分量集：大塚敬節・矢数道明監修（医道の日本社）"
"F01456","K00307","漢方診療医典：大塚敬節・矢数道明・清水藤太郎共著，昭和44.1.15，第1版（南山堂）"
"F01457","K00307","明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）"
"F01458","K00307","一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；一般用漢方製剤承認基準：厚生労働省医薬食品局，平成20.10.1；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）；改訂一般用漢方処方の手引き：日本公定書協会監修，日薬連漢方生薬製剤協会編，平成21.6.30，初版（じほう）"
"F01459","K00307","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01460","K00308","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01461","K00309","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01462","K00310","漢方方意ノート：千葉古方漢方研究会著，平成5.8.31（丸善）"
"F01463","K00311","漢方処方応用の実際：山田光胤著，昭和47.3.1，第3版（南山堂）；症候による漢方治療の実際：大塚敬節著，昭和38.9.20，初版（南江堂）；明解漢方処方：西岡一夫・高橋真太郎共著，昭和41.7.10，第1版（浪速社）；一般用漢方処方の手引き：厚生省薬務局監修，日薬連漢方専門委員会編，平成14.10.1，第5版（じほう）；天然医薬資源学[第2版]：竹田忠紘・吉川孝文・高橋邦夫・斉藤和季，平成17.3.10，第4刷（廣川書店）"
"F01464","K00311","改訂新版漢方処方集：龍野一雄編著，昭和49.6.25，改訂（中国漢方医学書刊行会）；漢方入門講座1，増補改訂漢方入門講座上・下巻：漢方入門講座1：龍野一雄著，昭和27.12.1（東京漢方杏林会編輯部），増補改訂漢方入門講座上・下巻：龍野一雄著 ，昭和49.3.20（中国漢方医学書刊行会）；漢方医学の基礎と診療：西山英雄著，昭和44.3.15（創元社）；金匱要略入門：森田幸門著，昭和43.1.15，第2版（森田漢方治療研究所）"
