"_id","idherbsmed","name","nameloc1","nameloc2","efficacy","efficacyloc","ref","idclass","idcompany","idtype","img"
"4863","J04863","My Baby Minyak Kayu Putih","","","Nasal congestion, colds, stomach pain, nausea, vomiting, insect bites, itch","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c701","2",""
"4864","J04864","My Baby Minyak Kayu Putih Plus","","","Nasal congestion, colds, stomach pain, nausea, vomiting, insect bites, itch","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c701","2",""
"4865","J04865","My Baby Minyak Telon","","","Eliminate the symptoms of colic and bloating for baby","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c701","2",""
"4866","J04866","My Baby Minyak Telon Plus","","","Eliminate the symptoms of colic and bloating for baby","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c701","2",""
"4867","J04867","Basra","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c702","2",""
"4868","J04868","Haifa","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c702","2",""
"4869","J04869","Herbasir","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c702","2",""
"4870","J04870","Lawaa","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c702","2",""
"4871","J04871","Pil Binari","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c702","2",""
"4872","J04872","Prostomachin","","","Prevent and help treat prostate enlargement","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","10","c702","2",""
"4873","J04873","Qaswar","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c702","2",""
"4874","J04874","Saman","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c702","2",""
"4875","J04875","Slim - Zy","","","Reduce excess fat in the body, so that the body becomes lean, singset and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c702","2",""
"4876","J04876","Androcur","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c703","2",""
"4877","J04877","Cur Sterid","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c703","2",""
"4878","J04878","Cursterol","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c703","2",""
"4879","J04879","Herbacure Naturenal","","","Improve kidney function, kidney stone shed and launched urine expenses.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","17","c703","2",""
"4880","J04880","Herbacure Naturex - P","","","Addressing male sexual dysfunction and increase stamina.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c703","2",""
"4881","J04881","Herbacure Sambiloto","","","Boost immunity.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","9","c703","2",""
"4882","J04882","Jamu Health & Hygiene Natur - Potent","","","Addressing male sexual dysfunction and increase stamina.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c703","2",""
"4883","J04883","Jamu Hebacure Naturest","","","Improving the quality of sleep.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","18","c703","2",""
"4884","J04884","Jamu Herbacure L Vinze","","","Help treat tumors and cancer.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","2","c703","2",""
"4885","J04885","Jamu Herbacure Lorex","","","Help treat tumors and cancer.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","2","c703","2",""
"4886","J04886","Jamu Herbacure Naxidan","","","Antioxidants","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c703","2",""
"4887","J04887","Jamu Herbacure Otina","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c703","2",""
"4888","J04888","Jamu Herbacure ProFegen","","","Helps maintain the health of hormones and urogenital organs in women such as leucorrhoea, menstrual problems, menopause and female reproduction.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","6","c703","2",""
"4889","J04889","Jamu Herbacure Proligads","","","Helps maintain liver health and digestive function.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c703","2",""
"4890","J04890","Jamu Herbacure Prorama","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c703","2",""
"4891","J04891","Jamu Herbacure Sambex","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c703","2",""
"4892","J04892","Natur Prost","","","Prevent and help treat prostate enlargement","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","10","c703","2",""
"4893","J04893","Naturic","","","Reduce levels of uric acid","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","1","c703","2",""
"4894","J04894","Propoten","","","Addressing male sexual dysfunction and increase stamina.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c703","2",""
"4895","J04895","AM 100","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c704","2",""
"4896","J04896","Kasutra","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c704","2",""
"4897","J04897","KMS Kopi Ginseng","","","As a tonic to maintain health and help to improve stamina.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c704","2",""
"4898","J04898","Slimming QR","","","Reduce excess fat in the body, so that the body becomes lean, singset and youthful look.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c704","2",""
"4899","J04899","Minyak Kayu Putih","","","Nasal congestion, colds, stomach pain, nausea, vomiting, insect bites, itch","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c705","2",""
"4900","J04900","Minyak Telon","","","Eliminate the symptoms of colic and bloating for baby","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c705","2",""
"4901","J04901","Kapsul BB (Bau Badan)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c706","2",""
"4902","J04902","Mall (Masuk angin dan Linu-linu)","","","Treating cold","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","15","c706","2",""
"4903","J04903","Minyak Kayu Putih Arwana","","","Nasal congestion, colds, stomach pain, nausea, vomiting, insect bites, itch","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c706","2",""
"4904","J04904","Priyoasih","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c706","2",""
"4905","J04905","Bin Na Hong Sehat Hati (Lychee Brand)","","","For healthy liver","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c707","2",""
"4906","J04906","Cordyceps Kapsul (Dongchong Xiacao)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c707","2",""
"4907","J04907","Eucommaiae Kapsul (Du Zhong Jiaonang)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c707","2",""
"4908","J04908","Ganoderma Kapsul (Ling Zhi Jiaonang)","","","Improve endurance","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","14","c707","2",""
"4909","J04909","Gastrodiae Kapsul (Tian Ma Jiaonang)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c707","2",""
"4910","J04910","Kapsul Cantik","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c707","2",""
"4911","J04911","Notoginseng Radix (Tien Chi Jiaonang)","","","As a tonic to maintain health and help to improve stamina.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","11","c707","2",""
"4912","J04912","Obat Luka (Die Da Yao Jing) Chu Kiang Brand","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c707","2",""
"4913","J04913","Polygonium (Shou Wu Jiaonang)","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c707","2",""
"4914","J04914","Sehat Ginjal (Liu Wei Di Huang Wan)","","","For healthy kidneys.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","17","c707","2",""
"4915","J04915","Sehat Lambung (Xiang Sha Yang Wei Wan) Lychee Bran","","","Cure ulcers with signs of: gums, tongue, lips and throat hurt and pain caused by heartburn.","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","3","c707","2",""
"4916","J04916","Aromatheraphy Body Massage Oil Baby Blues","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4917","J04917","Aromatheraphy Body Massage Oil Breathe Free","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4918","J04918","Aromatheraphy Body Massage Oil Romantic Soothing","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4919","J04919","Aromatheraphy Body Scrub LAVENDER","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4920","J04920","Aromatheraphy Foot Bath Oil Refreshing","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4921","J04921","Aromatheraphy Foot Bath Oil Rejuvenating","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4922","J04922","Aromatheraphy Foot Bath Oil Relaxing","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4923","J04923","Aromatherapy Body Massage Oil","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","0","c708","2",""
"4924","J04924","Aromatherapy Body Massage Oil Forrest - Uplifting","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4925","J04925","Aromatherapy Body Massage Oil Warm - Delight","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4926","J04926","Aromatherapy Body Massage Oil, Joyful - Breeze","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4927","J04927","Aromatherapy Body Massge Oil-Tropic-EnergizingNatu","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4928","J04928","Aromatherapy Body Oil Radiant","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4929","J04929","Aromatherapy Body Oil Soothe","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4930","J04930","Aromatherapy Foot Massage Oil - Rejuvenating","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4931","J04931","Aromatherapy Foot massage Oil - Relaxing","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4932","J04932","Aromatherapy Foot Oil - Refreshing","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4933","J04933","Aromatherapy Hair Massage Oil","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4934","J04934","Javanese Lulur Traditional Body Scrub Green Tea","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4935","J04935","Javanese Lulur Traditional Body Scrub Pinang","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4936","J04936","The Trop AromatherapyBodyMassageOilSerenityCalming","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4937","J04937","The Tropical Spa - Herbal Body Refreshing Green","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4938","J04938","The Tropical Spa - Herbal Body Scrub Citrus","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4939","J04939","The Tropical Spa - Herbal Body Sweet Blossom","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4940","J04940","The Tropical Spa - Herbal Body Tropical Punch","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4941","J04941","The Tropical Spa - Lulur With Chocolate","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4942","J04942","The Tropical Spa - Moisturizing Gel - Cucumber","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4943","J04943","The Tropical Spa - Moisturizing Gel - Jasmine","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4944","J04944","The Tropical Spa - Tradisional Body Mask","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4945","J04945","The Tropical Spa Aromatherapy Body Massage Oil Rin","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4946","J04946","The Tropical Spa Aromatherapy Body MassageOil-Insp","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4947","J04947","The Tropical Spa Aromatherapy Body Oil Lavender","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4948","J04948","The Tropical Spa Aromatherapy BodyMassageOil Rosae","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4949","J04949","The Tropical Spa Aromatherapy Burner Oil-Refreshin","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4950","J04950","The Tropical Spa Aromatherapy Burner Oil-Relaxing","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4951","J04951","The Tropical Spa Aromatherapy Herbal Bath Bag Refr","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4952","J04952","The Tropical Spa Aromatherapy Herbal Bath Bag Warm","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4953","J04953","The Tropical Spa Aromatherapy HerbalBathBagWarming","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4954","J04954","The Tropical Spa AromatherapyBodyMassageOil Ginger","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4955","J04955","The Tropical Spa AromatherapyBodyMassageOil-Blooms","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4956","J04956","The Tropical Spa AromatherapyBodyMassageOilCajuput","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4957","J04957","The Tropical Spa AromatherapyBodyMassageOilCananga","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4958","J04958","The Tropical Spa Balinese Boreh Traditi Body Mask","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4959","J04959","The Tropical Spa Herbal Body Scrub ANISE","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
"4960","J04960","The Tropical Spa Javanese Lulur Trad Body Scr Orig","","","-","","http://www.pom.go.id/nonpublic/obat_tradisional/default.asp","16","c708","2",""
