"idcrude","sname","name_en","name_loc1","name_loc2","gname","position","effect","effect_loc","comment","ref"
"S01133","Ziziphus spina-christi Semen","Syrian Christ-Thorn","Wild Jujube","","Ziziphus spina-christi (L.) Desf.","Seed","Abscess (f; BIB); Arthrosis (f; CRC); Bronchosis (f; CRC); Cancer (1; CRC; JLH); Cold (f; CRC); Constipation (f; BIB; CRC); Cough (f; CRC); Dermatosis (f; BIB); Fever (f; BIB; CRC); Furuncle (f; BIB); Hepatosis (f; CRC); High Blood Pressure (f; CRC); Measles (f; BIB); Ophthalmia (f; BIB; CRC); Pain (f; CRC); Rheumatism (f; CRC); Snakebite (f; BIB); Sore (f; BIB); Toothache (f; CRC); Tuberculosis (f; CRC); Tumor (1; CRC); VD (f; CRC).","","-","Handbook of Herbal Medicine"
"T00001","","Asini Corii Collas","阿膠","アキョウ","Equus asinus Linne","","To elevate blood pressure","血液機能を高める","-","佐竹元吉他, 漢方210処方生薬解説, 2001, じほう"
"T00002","","Uncaria gambir Roxburgh","阿仙薬","アセンヤク","Uncaria gambir Roxburgh","","Enhance drug absorption, mouth refereshing, vomit and diarrhea","収れん薬、口腔清涼剤原料、止瀉整腸薬、なめし革料、染料","-","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00003","","Tabanus","虻虫","ボウチュウ","Tabanus trigonus coquillett","","-","-","-","-"
"T00004","","Setariae Semen","粟","アワ","Setaria italica","","Gastrointestinal problem, kidney support, stomach inflamation","胃腸系を調える、益腎する、胃の炎症を鎮める。","-","佐竹元吉他, 漢方210処方生薬解説, 2001, じほう"
"T00005","","Zanthoxyli Fructus","犬山椒","イヌザンショウ","Zanthoxylum schinifolium Sieb. Et Zuc.","","Stomachic, spices, bitter tincture, anthelmintic (worms)","芳香性辛味健胃薬、香辛料、苦味チンキの原料、駆虫薬","-","佐竹元吉他, 漢方210処方生薬解説, 2001, じほう"
"T00006","","Clematis Root","威霊仙","イレイセン","Clematis chinensis Osbeck; Clematis manshurica Ruprecht; Clemetis hexapetala Pallas","","Joint pain, nerve pain, lower back pain, muscle pain","関節痛、神経痛、腰痛、筋肉痛を目的に用いられる","-","久保道徳他,漢方•生薬学,2005,廣川書店"
"T00007","","Fennel","茴香","ウイキョウ","Foeniculum vulgare Miller","","Choleretic, anti-peptic, digestive system hyperactivity, anti-anisakis","利胆作用、抗消化性潰瘍作用、消化機能亢進、抗アニキサス作用がある","-","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00008","","turmeric","宇金","ウコン","Curcuma longa Linne","","Choleretic action, antibacterial action","胆汁分泌促進作用、抗菌作用","カレー粉原料、利胆薬、クルクマ試験紙、食料用天然色素","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00009","","Aconiti Radix","烏頭","ウズ","Aconitum japonicum Thumberg; Aconitum japonicum Debeaux","","Hyperactivity analgesic, cardiotonic, excitement of metabolism.","鎮痛、強心、興奮、新陳代謝の機能亢進などを目標に用いる。","-","佐竹元吉他, 漢方210処方生薬解説, 2001, じほう"
"T00010","","Mume Fructus","烏梅","ウバイ","Prunus mume Siebold et Zuccarini","","-","津液の分泌を促す、収れん作用を有す、回虫を容易に駆除する。","梅","佐竹元吉他, 漢方210処方生薬解説, 2001, じほう"
"T00011","","Linderae Radix","烏薬","ウヤク","Lindera strychnifolia Fernandez-Villar","","Bloating relief, kidney inflamation, urinary tract constriction, liver illness","理気止痛・温腎散寒・縮尿・疎肝","-","佐竹元吉他, 漢方210処方生薬解説, 2001, じほう"
"T00012","","-","禹余糧","ウヨリョウ","-","","-","-","-","-"
"T00013","","Oryzae Semen","粳米","コウベイ","Oryza sativa Linne","","Dehidration, appetite","体液の喪失を防ぎ、口渇を止める。恒に食して元気を持続する。","デンプン分子が直鎖のアミロース約20%と分枝鎖のアミロペクチン約80%から成る米。","佐竹元吉他, 漢方210処方生薬解説, 2001, じほう"
"T00014","","Corydalis Tuber","延胡索","エンゴサク","Corydalis turtschaninovii Besser","","Headache, abdominal pain, menstrual pain analgesic, antispasmodics","鎮痛、鎮痙薬として頭痛、腹痛、生理痛などに用いられる。","-","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00015","","Astragalus Root","黄耆","オウギ","Astragalus membranaceus Bunge","","Vitality, diuresis, oversweating, hypothermia","強壮、利尿、止汗、血圧下降を目標とする。","フラボノイド・サポニン・γ-アミノ酪酸（ギャバ、ＧＡＢＡ）","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00016","","Scutellaria Root","黄芩","オウゴン","Scutellaria baicalensis Georgi","","Gastrointestinal problems, inflamatory, fever, blood congestion, chest pain, diarrhea","健胃薬、漢方では消炎、解熱を目標に、充血性疾患、胸脇苦満、下痢などの治療に用いる漢方薬に配合","コガネバナの根を乾燥したもの","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00017","","Chinese loess","黄土","オウド","Terra Flava Usta","","Mg ion: stomach peripheral nerve palsy, such as: alkali supplementation on acidosis, detoxification, diuretic, liver function normalization and so on. dissolution of alkali, silicate materials, and calcium: detoxification, anti-emetic","Mgイオン: 胃内末梢神経麻痺、アシドーシスに対するアルカリ補給、解毒、利尿、肝機能正常化など。アルカリ、カルシウムおよびケイ酸分の溶出物: 解毒、鎮吐","-","佐竹元吉他, 漢方210処方生薬解説, 2001, じほう"
"T00018","","Phellodendron Bark","黄柏","オウバク","Phellodendron amurense Ruprecht; Phellodendron chinense Schneider","","Bitter stomachic intestinal drugs, depression, antispasmodic, choleretic, anti-inflammatory.","苦味健胃整腸薬、家庭薬原料。中枢神経抑制、鎮痙、利胆、抗炎症作用などが認められている。","-","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00019","","Pruni Jamasakura Cortex","桜皮","オウヒ","Prunus jamasakura Sieb. ex Koidzumi.","","Fester, detoxification, fever","排膿を促進する、解毒する、解熱する。","桜の樹皮","佐竹元吉他, 漢方210処方生薬解説, 2001, じほう"
"T00020","","Coptis Rhizome","黄連","オウレン","Coptis japonica Makino; Coptis chinensis Franchet; Coptis deltoidea C.Y Franchet","","Stomach pain, inflammation, hot flashes, bleeding, anxiety, diarrhea","苦味健胃薬として胃腸薬に配合。漢方では胃の痛み、炎症、のぼせ、出血、精神不安、下痢などに用いる。","抗菌作用、抗炎症作用等があるベルベリン（berberine）というアルカロイドが含まれている","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00021","","Polygala Root","遠志","オンジ","Polygala tenuifolia Willdenow","","Expectorant","去痰薬として用いられる","-","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00022","","Digenea","海人草","マクリ","Digenea simplex C. Agardh","","Parasitical worm, eczema in infants, calming effect for infant","回虫駆除薬として使用されている。また、出産直後の新生児の胎毒を下す目的で使われていた。子供のかんむし、夜泣きにも応用されている。","薬理成分はカイニン酸","佐竹元吉他, 漢方210処方生薬解説, 2001, じほう"
"T00023","","-","薤白","ガイハク","Allium bakeri REGEL","","-","-","-","-"
"T00024","","Pogostemoni Herba","藿香","カッコウ","Pogostemon cablin Bentham","","Increase gastrointestinal work, defense against dissease","胃腸系を調え気の流通を良くする、疫病の予防と治療、湿を除く。","-","佐竹元吉他, 漢方210処方生薬解説, 2001, じほう"
"T00025","","Aconite Root","加工附子","カコウブシ","Aconitum japonicum Thumb.; Aconitum japonicum Debx.; Aconitum carmichaeli","","Hyperactivity analgesic, cardiotonic, excitement of metabolism.","鎮痛、強心、興奮、新陳代謝の機能亢進などを目標に用いる。","オートクレーブを用いて加圧加熱処理をしたもの","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00026","","Chebulae Fructus","訶子","カシ","Terminalia chebula Retzius","","Lung support, bowel contraction, trigger cough","斂肺、腸を収れんし下痢を止める、下から突き上げるような咳を治す。","-","佐竹元吉他, 漢方210処方生薬解説, 2001, じほう"
"T00027","","Zedoary","莪朮","ガジュツ","Curcuma zedoaria Roscoe","","Gastrointestinal problems","胃腸の調子を整える","-","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00028","","Polygonum Root","何首烏","カシュウ","Polygonum multiflorum","","Vitality, energy booster, anti-inflamatory, hyperlipidaemia, psychosis, insomnia, hair tonic","強壮、強精、消炎を目的に用いられる。高脂血症、精神病、不眠症、外傷による神経切断症にも応用される。その他、育毛剤としても外用される。","-","久保道徳他,漢方•生薬学,2005,廣川書店"
"T00029","","-","瓜蒂","カテイ","Cucumis melo L","","-","-","-","-"
"T00030","","Pueraria Root","葛根","カッコン","Pueraria lobata Ohwi","","Cold, oversweating, fecer, neck pain, cramp","漢方処方用薬、かぜ薬、発汗、解熱、項背のこり、鎮痙、消炎を目標とする漢方薬に配合される","クズの根を干したもの","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00031","","Talcum Crystallinum","滑石","カッセキ","Talcum Crystallinum","","Urine retention","主として小便の出にくいもの、尿量減少を治す。また、口渇を治す。","水酸化マグネシウムとケイ酸塩からなる鉱物で、粘土鉱物の一種である","佐竹元吉他, 漢方210処方生薬解説, 2001, じほう"
"T00032","","Aurantii Ftuctus Immaturus","枳殻","キコク","Citrus aurantium Linne var. daidai Makino; Citrus aurantium Linne; Citrus natsudaidai Hayata","","Anti-anxiety, expectorant, high blood pressure","滞った気を通じる、去痰を促す、腹中の硬結を除く。","-","佐竹元吉他, 漢方210処方生薬解説, 2001, じほう"
"T00033","","Trichosanthes Root","瓜呂根","カロコン","Trichosanthes kirilowii Maximowicz; Trichosanthes kirilowii Maximowicz var. japonicum Kitamura; Trichosanthes bracteata Voigt","","Fever, thirst, antitussive, echzema","解熱、清涼止渇、鎮咳剤、粗製でんぷんを湿疹などに用いる。","-","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00034","","Trichosanthes Root","栝呂実","カロジツ","Trichosanthes kirilowii Maximowicz; Trichosanthes kirilowii Maximowicz var. japonicum Kitamura; Trichosanthes bracteata Voigt","","Diarrhea, antipyretic, diuretic, abbortive effect","止瀉、解熱、利尿、排膿作用があるとされる。中国では妊娠中絶薬として用いられてきた。漢方では、口渇を緩解する目的で配合される。","-","久保道徳他,漢方•生薬学,2005,廣川書店"
"T00035","","Trichosanthes Root","栝楼仁","カロニン","Trichosanthes kirilowii Maximowicz; Trichosanthes kirilowii Maximowicz var. japonicum Kitamura; Trichosanthes bracteata Voigt","","Diarrhea, antipyretic, diuretic, abbortive effect","止瀉、解熱、利尿、排膿作用があるとされる。中国では妊娠中絶薬として用いられてきた。漢方では、口渇を緩解する目的で配合される。","-","久保道徳他,漢方•生薬学,2005,廣川書店"
"T00036","","Zingiberis Processum Rhizoma","乾姜","カンキョウ","Zingiber officinale Roscoe","","Increase vitality","興奮作用、強壮作用、健胃作用","ショウガの表面の皮を取り去り、蒸して乾燥させたものは乾姜（かんきょう）または乾生姜（かんしょうきょう）と呼ばれる","佐竹元吉他, 漢方210処方生薬解説, 2001, じほう"
"T00037","","Rehmannia Root","乾地黄","カンジオウ","Rehmannia glutinosa Liboschiz","","Cool down swelling","内服薬として利用した場合、補血・強壮・止血の作用が期待できる。外用では腫れものの熱をとり、肉芽形成作用がある","地黄は根を陰干ししてできる生地黄（しょうじおう）、生地黄を天日干ししてできる乾地黄（かんじおう）と呼ばれるものと、生地黄を酒と共に蒸してできる熟地黄（じゅくじおう）と呼ばれるものがある","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00038","","Zingiberis Processum Rhizoma","乾生姜","カンショウキョウ","Zingiber officinale Roscoe","","Diverging effect, increase appetite, stop nausea, stop vomitting","ショウガの根茎は漢方薬として生姜（しょうきょう）と呼ばれ、発散作用、健胃作用、鎮吐作用があるとされる","ショウガの表面の皮を取り去り、蒸して乾燥させたものは乾姜（かんきょう）または乾生姜（かんしょうきょう）と呼ばれる","佐竹元吉他, 漢方210処方生薬解説, 2001, じほう"
"T00039","","Glycyrrhiza","甘草","カンゾウ","Glycyrrhiza uralensis Fisher","","Sore throat, cough","喉の痛みや、咳を鎮める効果","主成分のグリチルリチンには低カリウム血症や血圧上昇、浮腫（偽性アルドステロン症）などの副作用が知られており、一時に多量に用いてはならない","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00040","","-","甘遂","カンツイ","Euphorbia sieboldiana","","Diuretic, stop pleural effusion, edema","利尿、胸内停水、むくみに用いる","-","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00041","","Farfarae Flos","款冬花","カントウカ","Tussilago farfara Linne","","Antitussive, expectorant","鎮咳去痰作用がある","フキタンポポの葉; 欵冬花という表記もある","佐竹元吉他, 漢方210処方生薬解説, 2001, じほう"
"T00042","","Platycodon Root","桔梗","キキョウ","Platycodon grandiflorum A. De Candole","","Antitussive, expectorant, pain relief, fever, anti-inflamatory","去痰、鎮咳、鎮痛、鎮静、解熱作用があるとされ、消炎排膿薬、鎮咳去痰薬などに使われる","キキョウの根はサポニンを多く含むことから生薬として利用される。生薬としては、根が太く、内部が充実し、えぐ味の強いものが良品とされている","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00043","","Immature Orange","枳実","キジツ","Citrus aurantium var. daidai Makino; Citrus aurantium Linne; Citrus aurantium Linne","","Fever, gastrointestinal problems","解熱、健胃などの作用がある","ダイダイまたはナツミカンの未熟な果実を乾燥した生薬","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00044","","Chrysanthemum Flower","菊花","キクカ","Chrysanthemum morifolium; Chrysanthemum indicum","","Circulatory failure, capillary wall enforcement, antibacterial antifungal, hypothermia","弱い体温低下 (大量で循環器障害、毛細血管抵抗性増強、抗菌抗真菌","キクのこと","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00045","","Notopterygium Rhizome","羗活","キョウカツ","Notopterygium incisum; Notopterygium forbesii","","Cold, pain relief","解表散寒、祛風勝湿、止痛","-","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00046","","Apricot Kernel","杏仁","キョウニン","Prunus armeniaca Linne; Prunus armeniaca Linne var. ansu Maximowicz","","Antitussive, expectorant","鎮咳剤・去痰剤","麻黄と組んで用いられ、鎮咳剤・去痰剤として多く用いられている","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00047","","Lonicera Flos","金銀花","キンギンカ","Lonicera japonica Thunberg","","Antibiotic","抗菌作用や解熱作用","-","佐竹元吉他, 漢方210処方生薬解説, 2001, じほう"
"T00048","","Sophora Root","苦参","クジン","Sophora flavescens Aiton","","Anti-inflammatory, itc, bitter stomachic action","消炎、鎮痒作用、苦味健胃作用","眩草（くららぐさ）と呼ばれる植物の根","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00049","","Schizonepeta Spike","荊芥","ケイガイ","Schizonepeta tenuifolia Briquet","","Oversweating, fever, pain relief, homeostasis","花穂は発汗、解熱、鎮痛、止血作用","-","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00050","","Liver","鶏肝","ケイカン","Gallus domestics Briss.","","Kidney support","肝腎を補う。","単位は具","佐竹元吉他, 漢方210処方生薬解説, 2001, じほう"
"T00051","","Cinnamon Bark","桂皮","ケイヒ","Cinnamomum cassia Blume","","Stop-sweating, headache, analgaesic","発汗・発散作用、頭痛、鎮痛薬などに用いる","シナモンのこと;桂枝とも呼ばれる","竹田忠紘他,天然医薬資源学第2版,2002,廣川書店"
"T00052","","Scrophulariae Radix","玄参","ゲンジン","Scrophularia ningpoensis Hemsley; Scrophularia buergeriana Miquel","","Detoxification, fever, lymph node swelling, throat swelling, pain, insomnia, night sweats, sweat, nosebleed, tuberculosis, dry mouth due to fever, vomiting blood, constipation, tumor","漢方では慈陰・清熱・除煩・解毒の効能があり、熱病による口渇や煩躁・発斑・結核などによる発熱・頸部リンパ節腫・咽喉腫痛・不眠症・自汗・盗汗・鼻血・吐血・便秘・腫れ物などに用いる","-","佐竹元吉他, 漢方210処方生薬解説, 2001, じほう"
